openalex_id,doi,title,authors,journal,year,cited_by_count,search_query,target_journal_match,extraction_status
https://openalex.org/W3008510767,10.1039/c9cp06547d,Gas adsorption and light interaction mechanism in phosphorene-based field-effect transistors,"Manthila Rajapakse, George W. Anderson, Congyan Zhang, et al.",Physical Chemistry Chemical Physics,2020,22,DFT adsorption energy gas sensing WO3,True,pending
https://openalex.org/W3212597596,10.1016/j.snb.2021.131103,Active edge effect of pothole-rich WO3 nanosheets for enhancing dimethyl trisulfide gas sensing performance,"Xiafen Hu, Xiang Li, Huimin Yang, et al.",Sensors and Actuators B Chemical,2021,19,DFT adsorption energy gas sensing WO3,True,pending
https://openalex.org/W4280559834,10.3390/s22103860,Monitoring Gases Content in Modern Agriculture: A Density Functional Theory Study of the Adsorption Behavior and Sensing Properties of CO2 on MoS2 Doped GeSe Monolayer,"Xin Gao, Yunwu Li",Sensors,2022,18,DFT adsorption energy gas sensing MoS2,True,pending
https://openalex.org/W4323073181,10.1016/j.cplett.2023.140410,Ir-decorated MoS2 monolayer as a promising candidate to detect dissolved gas in transformer oil: A DFT study,"Hongcheng Liu, Zhixin Tan, Yuxing Niu, et al.",Chemical Physics Letters,2023,18,DFT adsorption energy gas sensing MoS2,True,pending
https://openalex.org/W4408723213,10.1016/j.cplett.2025.142043,"DFT study of small gas molecules (C2H2, CH4, CO and H2) adsorbed on Au, Ag-doped ZnO monolayer","Qing An, Juan Li, Jian Peng, et al.",Chemical Physics Letters,2025,18,DFT adsorption energy gas sensing ZnO,True,pending
https://openalex.org/W3135539911,10.3390/s21051690,Effect of (100) and (001) Hexagonal WO3 Faceting on Isoprene and Acetone Gas Selectivity,"Owen O. Abe, Zanlin Qiu, Joerg R. Jinschek, et al.",Sensors,2021,17,DFT adsorption energy gas sensing WO3,True,pending
https://openalex.org/W4319982875,10.3390/chemosensors11020127,The Influence of Surfactants on the Deposition and Performance of Single-Walled Carbon Nanotube-Based Gas Sensors for NO2 and NH3 Detection,"Antonio Orlando, Asma Mushtaq, Andrea Gaiardo, et al.",Chemosensors,2023,17,first principles NH3 NO2 gas sensor metal oxide,True,pending
https://openalex.org/W4414753943,10.1039/d5cp03083h,A boron-doped ZrS <sub>2</sub> monolayer as a promising gas sensing material for the detection of volatile organic compounds: a DFT study,"Xiaoqian Lin, Zhen-Hong Han, Xin Zhang, et al.",Physical Chemistry Chemical Physics,2025,17,DMol3 adsorption energy gas sensor,True,pending
https://openalex.org/W3087783052,10.1186/s11671-020-03412-y,Adsorption of SF6 Decomposed Products on ZnO-Modified C3N: A Theoretical Study,"Peng Wu, Xiaoxing Zhang, Dachang Chen, et al.",Nanoscale Research Letters,2020,16,DFT adsorption energy gas sensing ZnO,True,pending
https://openalex.org/W2967398164,10.1016/j.jpcs.2019.109144,Rhombic ZnO nanosheets modified with Pd nanoparticles for enhanced ethanol sensing performances: An experimental and DFT investigation,"Yonghui Zhang, Yuliang Li, Xinran Shen, et al.",Journal of Physics and Chemistry of Solids,2019,15,DFT adsorption energy gas sensing ZnO,True,pending
https://openalex.org/W4391546088,10.1039/d3na00927k,"A first principles study of RbSnCl<sub>3</sub> perovskite toward NH<sub>3</sub>, SO<sub>2</sub>, and NO gas sensing","Mohammad Tanvir Ahmed, Debashis Roy, Abdullah Al Roman, et al.",Nanoscale Advances,2024,15,CASTEP adsorption energy gas sensing,True,pending
https://openalex.org/W4395004428,10.1039/d4na00050a,First-principles study of a SiC nanosheet as an effective material for nitrosourea and carmustine anti-cancer drug delivery,"Abdullah Jubair Bin Iqbal, Rifat Shahriar, Ahmed Zubair",Nanoscale Advances,2024,15,DMol3 adsorption energy gas sensor,True,pending
https://openalex.org/W3138149182,10.1016/j.apsusc.2021.149603,Room temperature gas sensing mechanism of SnO2 towards chloroform: Comparing first principles calculations with sensing experiments,"Ahmed A. Abokifa, Kelsey Haddad, Baranidharan Raman, et al.",Applied Surface Science,2021,14,DFT adsorption energy gas sensing SnO2,True,pending
https://openalex.org/W3006495233,10.3390/s20040977,Highly Selective Adsorption on SiSe Monolayer and Effect of Strain Engineering: A DFT Study,"Quan Zhou, Lian Liu, Qipeng Liu, et al.",Sensors,2020,14,CASTEP adsorption energy gas sensing,True,pending
https://openalex.org/W2170581380,10.1186/s11671-014-0713-2,Catalytic activities of noble metal atoms on WO3 (001): nitric oxide adsorption,"Xiaoyan Ren, Shuai Zhang, Chong Li, et al.",Nanoscale Research Letters,2015,13,DFT adsorption energy gas sensing WO3,True,pending
https://openalex.org/W4281967146,10.3390/s22114103,Zr-Doped h-BN Monolayer: A High-Sensitivity Atmospheric Pollutant-Monitoring Sensor,"Liang-Yan Guo, Sheng-Yuan Xia, Yaxiong Tan, et al.",Sensors,2022,13,DMol3 adsorption energy gas sensor,True,pending
https://openalex.org/W4401162373,10.3390/s24154970,Experimental and Density Functional Theory Simulation Research on PdO–SnO2 Nanosheet Ethanol Gas Sensors,"Hao Wu, Jianwei Zhang, Huichao Zhu, et al.",Sensors,2024,11,DFT adsorption energy gas sensing SnO2,True,pending
https://openalex.org/W4402637042,10.3390/chemosensors12090192,"A Study Based on the First-Principle Study of the Adsorption and Sensing Properties of Mo-Doped WSe2 for N2O, CO2, and CH4","Mingqi Dong, Yingyu Wu, Shiqi Zhou, et al.",Chemosensors,2024,11,DMol3 adsorption energy gas sensor,True,pending
https://openalex.org/W4283700684,10.3390/chemosensors10070246,Novel Gas-Sensitive Material for Monitoring the Status of SF6 Gas-Insulated Switches: Gese Monolayer,"Guochao Qian, Xiqian Hu, Weigen Chen, et al.",Chemosensors,2022,10,DMol3 adsorption energy gas sensor,True,pending
https://openalex.org/W4308875894,10.3390/s22228672,Gas-Sensitive Characteristics of Graphene Composite Tungsten Disulfide to Ammonia,"Fei Zhao, Zhongxue Li, Yongzhong Fu, et al.",Sensors,2022,7,CASTEP adsorption energy gas sensing,True,pending
https://openalex.org/W4410302390,10.3390/chemosensors13050179,Analysis of the Application of Cryptophane-A\-E in a Mass-Sensing Methane Gas Sensor: Insights from a Numerical Simulation,"Xinlei Liu, Dan Xiao, Qinglan Zhang, et al.",Chemosensors,2025,1,DMol3 adsorption energy gas sensor,True,pending
https://openalex.org/W2971763914,10.1021/acsnano.9b04224,Present and Future of Surface-Enhanced Raman Scattering,"Judith Langer, Dorleta Jiménez de Aberasturi, Javier Aizpurua, et al.",ACS Nano,2019,3732,DFT adsorption energy gas sensing MoS2,False,pending
https://openalex.org/W2785184816,10.1021/acsnano.7b07460,Metallic Ti<sub>3</sub>C<sub>2</sub>T<sub><i>x</i></sub> MXene Gas Sensors with Ultrahigh Signal-to-Noise Ratio,"Seon Joon Kim, Hyeong‐Jun Koh, Chang E. Ren, et al.",ACS Nano,2018,1642,DFT adsorption energy gas sensing ZnO,False,pending
https://openalex.org/W2954959763,10.1038/s41929-019-0306-7,Designing materials for electrochemical carbon dioxide recycling,"Michael B. Ross, Phil De Luna, Yifan Li, et al.",Nature Catalysis,2019,1281,DFT adsorption energy gas sensing MoS2,False,pending
https://openalex.org/W2161346221,10.1039/c1ee01970h,Recent developments of molybdenum and tungsten sulfides as hydrogen evolution catalysts,"Daniel Merki, Xile Hu",Energy & Environmental Science,2011,1167,DFT adsorption energy gas sensing MoS2,False,pending
https://openalex.org/W2944906172,10.1007/s42452-019-0592-3,Metal oxide nanoparticles and their applications in nanotechnology,"Murthy Chavali, Maria P. Nikolova",SN Applied Sciences,2019,1081,DFT adsorption energy gas sensing ZnO,False,pending
https://openalex.org/W2997761752,10.3390/w12010102,Advanced Oxidation Processes for the Removal of Antibiotics from Water. An Overview,"Eduardo M. Cuerda‐Correa, María Alexandre-Franco, Carmen Fernández-González",Water,2019,776,DFT adsorption energy gas sensing TiO2,False,pending
https://openalex.org/W2180579652,10.1038/ncomms9632,Ultrahigh sensitivity and layer-dependent sensing performance of phosphorene-based gas sensors,"Shumao Cui, Hongting Pu, Spencer A. Wells, et al.",Nature Communications,2015,759,DFT adsorption energy gas sensing MoS2,False,pending
https://openalex.org/W2523161280,10.1016/j.pecs.2016.09.001,"Electrocatalysts for the generation of hydrogen, oxygen and synthesis gas","F.M. Sapountzi, José Gracia, C. J. Weststrate, et al.",Progress in Energy and Combustion Science,2016,751,DFT adsorption energy gas sensing MoS2,False,pending
https://openalex.org/W2008033919,10.1016/j.surfrep.2014.12.001,The surface chemistry of cerium oxide,David R. Mullins,Surface Science Reports,2015,669,DFT adsorption energy gas sensing TiO2,False,pending
https://openalex.org/W1987769154,10.1038/nchem.2114,Supramolecular binding and separation of hydrocarbons within a functionalized porous metal–organic framework,"Sihai Yang⧫, Anibal J. Ramirez‐Cuesta, Ruth Newby, et al.",Nature Chemistry,2014,661,CASTEP adsorption energy gas sensing,False,pending
https://openalex.org/W2025110867,10.1038/srep00586,Nitrogen-doped graphene: beyond single substitution and enhanced molecular sensing,"Ruitao Lv, Qing Li, Andrés R. Botello‐Méndez, et al.",Scientific Reports,2012,643,DFT adsorption energy gas sensing graphene,False,pending
https://openalex.org/W1965542092,10.1038/srep08052,Charge-transfer-based Gas Sensing Using Atomic-layer MoS2,"Byungjin Cho, Myung Gwan Hahm, Minseok Choi, et al.",Scientific Reports,2015,635,DFT adsorption energy gas sensing MoS2,False,pending
https://openalex.org/W2078119797,10.3390/catal3010036,"Brookite, the Least Known TiO2 Photocatalyst","Agatino Di Paola, Marianna Bellardita, Leonardo Palmisano",Catalysts,2013,605,DFT adsorption energy gas sensing TiO2,False,pending
https://openalex.org/W1967276707,10.1038/srep02248,The edge- and basal-plane-specific electrochemistry of a single-layer graphene sheet,"Wenjing Yuan, Yu Zhou, Yingru Li, et al.",Scientific Reports,2013,521,DFT adsorption energy gas sensing graphene,False,pending
https://openalex.org/W1204378431,10.1038/ncomms9098,Atomically controlled substitutional boron-doping of graphene nanoribbons,"Shigeki Kawai, Shohei Saito, Shinichiro Osumi, et al.",Nature Communications,2015,474,DFT adsorption energy gas sensing graphene,False,pending
https://openalex.org/W1898372800,10.3390/electronics4030651,Two-Dimensional Materials for Sensing: Graphene and Beyond,"Seba Sara Varghese, Saino Hanna Varghese, Sundaram Swaminathan, et al.",Electronics,2015,449,DFT adsorption energy gas sensing MoS2,False,pending
https://openalex.org/W2899238307,10.1007/s12274-018-2225-3,Review of MXenes as new nanomaterials for energy storage/delivery and selected environmental applications,"Byung‐Moon Jun, Sewoon Kim, Jiyong Heo, et al.",Nano Research,2018,449,DFT adsorption energy gas sensing ZnO,False,pending
https://openalex.org/W2039699055,10.1038/srep05209,Photoresponsive and Gas Sensing Field-Effect Transistors based on Multilayer WS2 Nanoflakes,"Nengjie Huo, Shengxue Yang, Zhongming Wei, et al.",Scientific Reports,2014,431,DFT adsorption energy gas sensing graphene,False,pending
https://openalex.org/W2925261887,10.1038/s41467-019-09157-2,Fluorinated MOF platform for selective removal and sensing of SO2 from flue gas and air,"Mohamed Rachid Tchalala, Prashant M. Bhatt, Karumbaiah N. Chappanda, et al.",Nature Communications,2019,429,DFT adsorption energy gas sensing graphene,False,pending
https://openalex.org/W3013809328,10.1038/s41467-020-15330-9,Ultrasensitive detection of nucleic acids using deformed graphene channel field effect biosensors,"Michael Taeyoung Hwang, Mohammad Heiranian, Yerim Kim, et al.",Nature Communications,2020,417,DFT adsorption energy gas sensing graphene,False,pending
https://openalex.org/W3198502890,10.1038/s41699-021-00259-4,Recent advances of MXenes as electrocatalysts for hydrogen evolution reaction,"Saishuai Bai, Meiqing Yang, Jizhou Jiang, et al.",npj 2D Materials and Applications,2021,355,DFT adsorption energy gas sensing MXene,False,pending
https://openalex.org/W3208823211,10.1039/d1ma00625h,Surface functionalization of MXenes,"Mohammad Mozafari, Masoud Soroush",Materials Advances,2021,350,DFT adsorption energy gas sensing MXene,False,pending
https://openalex.org/W2787436741,10.3390/batteries4010004,"Pre-Lithiation Strategies for Rechargeable Energy Storage Technologies: Concepts, Promises and Challenges","Florian Holtstiege, Peer Bärmann, Roman Nölle, et al.",Batteries,2018,348,DFT adsorption energy gas sensing SnO2,False,pending
https://openalex.org/W2095429697,10.1088/0957-4484/22/38/385502,Adsorption of gas molecules on transition metal embedded graphene: a search for high-performance graphene-based catalysts and gas sensors,"Miao Zhou, Yunhao Lu, Yongqing Cai, et al.",Nanotechnology,2011,338,DFT adsorption energy gas sensing graphene,False,pending
https://openalex.org/W2139257971,10.1002/advs.201500101,Experimental Sensing and Density Functional Theory Study of H<sub>2</sub>S and SOF<sub>2</sub> Adsorption on Au‐Modified Graphene,"Xiaoxing Zhang, Yu Lei, Xiaoqing Wu, et al.",Advanced Science,2015,324,DFT adsorption energy gas sensing graphene,False,pending
https://openalex.org/W3123047418,10.1038/s41427-020-00278-5,Carbon-based SERS biosensor: from substrate design to sensing and bioapplication,"Xiu Liang, Ning Li, Runhao Zhang, et al.",NPG Asia Materials,2021,298,DFT adsorption energy gas sensing TiO2,False,pending
https://openalex.org/W3010291933,10.3390/nano10030471,AACVD Synthesis and Characterization of Iron and Copper Oxides Modified ZnO Structured Films,"Martha Claros, Milena Šetka, Yecid P. Jiménez, et al.",Nanomaterials,2020,286,DFT adsorption energy gas sensing ZnO,False,pending
https://openalex.org/W4311953715,10.1002/eng2.12604,Metal oxide semiconductors for gas sensing,"Neeraj Goel, Kishor Kunal, Aditya Kushwaha, et al.",Engineering Reports,2022,271,DFT adsorption energy gas sensing MoS2,False,pending
https://openalex.org/W2973393431,10.1021/acs.est.9b04274,Capacitive Deionization of Saline Water by Using MoS<sub>2</sub>–Graphene Hybrid Electrodes with High Volumetric Adsorption Capacity,"Jinlong Han, Tingting Yan, Junjie Shen, et al.",Environmental Science & Technology,2019,238,DFT adsorption energy gas sensing MoS2,False,pending
https://openalex.org/W3119786833,10.1007/s40820-020-00565-4,Charge-Transfer Resonance and Electromagnetic Enhancement Synergistically Enabling MXenes with Excellent SERS Sensitivity for SARS-CoV-2 S Protein Detection,"Yusi Peng, Chenglong Lin, Long Li, et al.",Nano-Micro Letters,2021,238,DFT adsorption energy gas sensing MXene,False,pending
https://openalex.org/W2562779550,10.1038/ncomms14085,Unravelling exceptional acetylene and carbon dioxide adsorption within a tetra-amide functionalized metal-organic framework,"Florian Moreau, Iván da Silva, Nada H. Al Smail, et al.",Nature Communications,2017,234,CASTEP adsorption energy gas sensing,False,pending
https://openalex.org/W4307171311,10.3390/sym14112232,"Surface Terminations of MXene: Synthesis, Characterization, and Properties","Mengrao Tang, Jiaming Li, Yu Wang, et al.",Symmetry,2022,229,DFT adsorption energy gas sensing MXene,False,pending
https://openalex.org/W2921583012,10.1038/s41467-019-09008-0,Gas identification with graphene plasmons,"Hai Hu, Xiaoxia Yang, Xiangdong Guo, et al.",Nature Communications,2019,216,first principles NH3 NO2 gas sensor metal oxide,False,pending
https://openalex.org/W4384339195,10.3390/catal13071102,Recent Progress on Semiconductor Heterogeneous Photocatalysts in Clean Energy Production and Environmental Remediation,"Nahal Goodarzi, Zahra Ashrafi-Peyman, Elahe Khani, et al.",Catalysts,2023,211,DFT adsorption energy gas sensing WO3,False,pending
https://openalex.org/W2075932020,10.1021/am4018835,TiO<sub>2</sub>-Based Gas Sensor: A Possible Application to SO<sub>2</sub>,"Jawad Nisar, Zareh Topalian, Abir De Sarkar, et al.",ACS Applied Materials & Interfaces,2013,204,DFT adsorption energy gas sensing TiO2,False,pending
https://openalex.org/W4224217074,10.1016/j.cej.2022.136449,Room temperature gas sensors based on Ce doped TiO2 nanocrystals for highly sensitive NH3 detection,"Kaidi Wu, Marc Debliquy, Chao Zhang",Chemical Engineering Journal,2022,198,DFT adsorption energy gas sensing SnO2,False,pending
https://openalex.org/W2584522913,10.1038/srep41716,Enhanced Gas Sensing Properties of Spin-coated Na-doped ZnO Nanostructured Films,"Mohamed A. Basyooni, Mohamed Shaban, Adel M. El Sayed",Scientific Reports,2017,196,DFT adsorption energy gas sensing SnO2,False,pending
https://openalex.org/W656428501,10.1063/1.4922049,Mechanism of charge transfer and its impacts on Fermi-level pinning for gas molecules adsorbed on monolayer WS2,"Changjie Zhou, Weihuang Yang, Huili Zhu",The Journal of Chemical Physics,2015,192,first principles NH3 NO2 gas sensor metal oxide,False,pending
https://openalex.org/W2560655910,10.1021/acsnano.6b07502,Trends in Adhesion Energies of Metal Nanoparticles on Oxide Surfaces: Understanding Support Effects in Catalysis and Nanotechnology,"Stephanie L. Hemmingson, Charles T. Campbell",ACS Nano,2016,188,DFT adsorption energy gas sensing TiO2,False,pending
https://openalex.org/W2557837678,10.3390/catal6120188,The Applications of Morphology Controlled ZnO in Catalysis,"Yuhai Sun, Limin Chen, Yunfeng Bao, et al.",Catalysts,2016,183,DFT adsorption energy gas sensing ZnO,False,pending
https://openalex.org/W2911413424,10.1016/j.apcatb.2019.01.058,Effect of Cu doping on the anatase-to-rutile phase transition in TiO2 photocatalysts: Theory and experiments,"Ciara Byrne, Lorraine Moran, Daphne Hermosilla, et al.",Applied Catalysis B: Environmental,2019,178,DFT adsorption energy gas sensing TiO2,False,pending
https://openalex.org/W2887735297,10.3390/cryst8080316,"Progress in Contact, Doping and Mobility Engineering of MoS2: An Atomically Thin 2D Semiconductor","Amritesh Rai, Hema C. P. Movva, Anupam Roy, et al.",Crystals,2018,171,DFT adsorption energy gas sensing MoS2,False,pending
https://openalex.org/W4281616754,10.1021/acs.chemmater.2c00224,How Water Attacks MXene,"Tao Wu, Paul R. C. Kent, Yury Gogotsi, et al.",Chemistry of Materials,2022,171,DFT adsorption energy gas sensing MXene,False,pending
https://openalex.org/W4226407621,10.1515/ntrev-2022-0035,Advances in ZnO: Manipulation of defects for enhancing their technological potentials,"Irfan Ayoub, Vijay Kumar, Reza Abolhassani, et al.",Nanotechnology Reviews,2022,166,DFT adsorption energy gas sensing ZnO,False,pending
https://openalex.org/W3212842788,10.1038/s41467-021-26997-z,Photoelectrocatalytic C–H halogenation over an oxygen vacancy-rich TiO2 photoanode,"Zhenhua Li, Lan Luo, Min Li, et al.",Nature Communications,2021,166,DFT adsorption energy gas sensing TiO2,False,pending
https://openalex.org/W4205889124,10.1007/s40145-021-0546-2,Electrospun Cu-doped In2O3 hollow nanofibers with enhanced H2S gas sensing performance,"Yu Zhang, Shuai Han, Mingyuan Wang, et al.",Journal of Advanced Ceramics,2022,165,DFT adsorption energy gas sensing ZnO,False,pending
https://openalex.org/W4317436698,10.3390/catal13020232,"Investigation of Advanced Oxidation Process in the Presence of TiO2 Semiconductor as Photocatalyst: Property, Principle, Kinetic Analysis, and Photocatalytic Activity","Amir Hossein Navidpour, Sedigheh Abbasi, Donghao Li, et al.",Catalysts,2023,165,DFT adsorption energy gas sensing TiO2,False,pending
https://openalex.org/W4311739266,10.1038/s41467-022-35467-z,Selective and rapid extraction of trace amount of gold from complex liquids with silver(I)-organic frameworks,"Jie Luo, Xiao Luo, Mo Xie, et al.",Nature Communications,2022,165,CASTEP adsorption energy gas sensing,False,pending
https://openalex.org/W3015065504,10.1515/nanoph-2019-0556,MXenes: focus on optical and electronic properties and corresponding applications,"Yifan Wang, Yanheng Xu, Menglei Hu, et al.",Nanophotonics,2020,162,DFT adsorption energy gas sensing MXene,False,pending
https://openalex.org/W2793973612,10.3390/batteries4010007,Current Advances in TiO2-Based Nanostructure Electrodes for High Performance Lithium Ion Batteries,"Mahmoud Madian, Alexander Eychmüller, Lars Giebeler",Batteries,2018,162,DFT adsorption energy gas sensing TiO2,False,pending
https://openalex.org/W2989881235,10.1007/s40820-019-0324-7,Revealing the Intrinsic Peroxidase-Like Catalytic Mechanism of Heterogeneous Single-Atom Co–MoS2,"Ying Wang, Kun Qi, Shansheng Yu, et al.",Nano-Micro Letters,2019,160,DFT adsorption energy gas sensing MoS2,False,pending
https://openalex.org/W4283378313,10.1002/adfm.202112913,Emergence of MXene–Polymer Hybrid Nanocomposites as High‐Performance Next‐Generation Chemiresistors for Efficient Air Quality Monitoring,"Vishal Chaudhary, Naveed Ashraf, Mohammad Khalid, et al.",Advanced Functional Materials,2022,158,DFT adsorption energy gas sensing MXene,False,pending
https://openalex.org/W3011222997,10.1038/s41467-020-15262-4,Two-dimensional gersiloxenes with tunable bandgap for photocatalytic H2 evolution and CO2 photoreduction to CO,"Fulai Zhao, Yiyu Feng, Yu Wang, et al.",Nature Communications,2020,154,DMol3 adsorption energy gas sensor,False,pending
https://openalex.org/W2289289769,10.1021/acsami.5b09695,Improved Selectivity and Sensitivity of Gas Sensing Using a 3D Reduced Graphene Oxide Hydrogel with an Integrated Microheater,"Jin Wu, Kai Tao, Jianmin Miao, et al.",ACS Applied Materials & Interfaces,2015,153,first principles NH3 NO2 gas sensor metal oxide,False,pending
https://openalex.org/W3007032084,10.3390/catal10020227,Synthesis and Surface Modification of TiO2-Based Photocatalysts for the Conversion of CO2,"Samar Al Jitan, Giovanni Palmisano, Corrado Garlisi",Catalysts,2020,150,DFT adsorption energy gas sensing TiO2,False,pending
https://openalex.org/W3129475308,10.1021/acsanm.0c03239,MoS<sub>2</sub>/WO<sub>3</sub>Nanosheets for Detection of Ammonia,"Sukhwinder Singh, Jyotirmoy Deb, Utpal Sarkar, et al.",ACS Applied Nano Materials,2021,149,DFT adsorption energy gas sensing MoS2,False,pending
https://openalex.org/W3008666156,10.1007/s40820-020-0394-6,MoS2 Nanosheets Sensitized with Quantum Dots for Room-Temperature Gas Sensors,"Jing‐yao Liu, Zhixiang Hu, Yuzhu Zhang, et al.",Nano-Micro Letters,2020,148,DFT adsorption energy gas sensing MoS2,False,pending
https://openalex.org/W2899999457,10.1021/jacs.8b08800,"Machine-Learning Prediction of CO Adsorption in Thiolated, Ag-Alloyed Au Nanoclusters","Gihan Panapitiya, Guillermo Avendaño-Franco, Pengju Ren, et al.",Journal of the American Chemical Society,2018,148,DFT adsorption energy gas sensing TiO2,False,pending
https://openalex.org/W4306651518,10.3390/catal12101263,Preparation and Photocatalytic Activities of TiO2-Based Composite Catalysts,"Huaitao Yang, Beibei Yang, Wei Chen, et al.",Catalysts,2022,147,DFT adsorption energy gas sensing TiO2,False,pending
https://openalex.org/W2309969137,10.1016/j.carbon.2016.03.040,"Long lifetime photoluminescence in N, S co-doped carbon quantum dots from an ionic liquid and their applications in ultrasensitive detection of pesticides","Haitao Li, Chenghua Sun, R. Vijayaraghavan, et al.",Carbon,2016,147,DMol3 adsorption energy gas sensor,False,pending
https://openalex.org/W2761149042,10.1038/s41467-017-00692-4,Laterally extended atomically precise graphene nanoribbons with improved electrical conductivity for efficient gas sensing,"Mohammad Mehdi Pour, Andrey Lashkov, Adrian Radocea, et al.",Nature Communications,2017,146,DFT adsorption energy gas sensing graphene,False,pending
https://openalex.org/W4318301866,10.1002/sstr.202200354,Applications of MXene‐Based Single‐Atom Catalysts,"Xue Bai, Jingqi Guan",Small Structures,2023,146,DFT adsorption energy gas sensing MXene,False,pending
https://openalex.org/W3134104401,10.1007/s12209-021-00282-y,"Advances in MXene Films: Synthesis, Assembly, and Applications","Xiaohua Li, Feitian Ran, Fan Yang, et al.",Transactions of Tianjin University,2021,146,DFT adsorption energy gas sensing MXene,False,pending
https://openalex.org/W2748260048,10.1002/adfm.201702646,Colorimetric Nanofibers as Optical Sensors,"Ella Schoolaert, Richard Hoogenboom, Karen De Clerck",Advanced Functional Materials,2017,146,first principles NH3 NO2 gas sensor metal oxide,False,pending
https://openalex.org/W2785818933,10.1007/s00339-018-1629-y,"Noble metal (Pt or Au)-doped monolayer MoS2 as a promising adsorbent and gas-sensing material to SO2, SOF2 and SO2F2: a DFT study","Dachang Chen, Xiaoxing Zhang, Ju Tang, et al.",Applied Physics A,2018,142,DFT adsorption energy gas sensing MoS2,False,pending
https://openalex.org/W3014515965,10.3390/nano10040681,The Adsorption of Methylene Blue on Eco-Friendly Reduced Graphene Oxide,"Fabian Arias Arias, Marco Guevara, Talía Tene, et al.",Nanomaterials,2020,142,DFT adsorption energy gas sensing graphene,False,pending
https://openalex.org/W4394572716,10.1038/s41467-024-47078-x,Essential role of lattice oxygen in hydrogen sensing reaction,"Jiayu Li, Wenzhe Si, Lei Shi, et al.",Nature Communications,2024,141,DFT adsorption energy gas sensing SnO2,False,pending
https://openalex.org/W2620475208,10.3390/ma10060604,Solid-State Method Synthesis of SnO2-Decorated g-C3N4 Nanocomposites with Enhanced Gas-Sensing Property to Ethanol,"Jianliang Cao, Cong Qin, Yan Wang, et al.",Materials,2017,136,DFT adsorption energy gas sensing SnO2,False,pending
https://openalex.org/W2938534290,10.1016/j.apcatb.2019.04.033,Theoretical and experimental investigation of visible light responsive AgBiS2-TiO2 heterojunctions for enhanced photocatalytic applications,"Priyanka Ganguly, Snehamol Mathew, Laura Clarizia, et al.",Applied Catalysis B: Environmental,2019,136,DFT adsorption energy gas sensing TiO2,False,pending
https://openalex.org/W2909405664,10.1038/s41467-018-07774-x,Structure and electrochromism of two-dimensional octahedral molecular sieve h’-WO3,"Julie Besnardiere, Binghua Ma, Almudena Torres‐Pardo, et al.",Nature Communications,2019,132,DFT adsorption energy gas sensing WO3,False,pending
https://openalex.org/W2415441282,10.1038/ncomms11830,Integration of metal-organic frameworks into an electrochemical dielectric thin film for electronic applications,"Weijin Li, Juan Liu, Zhihua Sun, et al.",Nature Communications,2016,129,CASTEP adsorption energy gas sensing,False,pending
https://openalex.org/W4391345117,10.1016/j.cis.2024.103096,"Environmental remediation of the norfloxacin in water by adsorption: Advances, current status and prospects","Jordana Georgin, Dison S.P. Franco, Lucas Meili, et al.",Advances in Colloid and Interface Science,2024,127,DFT adsorption energy gas sensing SnO2,False,pending
https://openalex.org/W2528395482,10.1038/srep35066,NO gas sensing kinetics at room temperature under UV light irradiation of In2O3 nanostructures,"Nguyễn Đức Chính, Nguyen Duc Quang, Hyundong Lee, et al.",Scientific Reports,2016,127,first principles NH3 NO2 gas sensor metal oxide,False,pending
https://openalex.org/W2883801973,10.1021/jacs.8b05913,Complexity of Intercalation in MXenes: Destabilization of Urea by Two-Dimensional Titanium Carbide,"Steven H. Overbury, А. И. Колесников, Gilbert M. Brown, et al.",Journal of the American Chemical Society,2018,124,DFT adsorption energy gas sensing MXene,False,pending
https://openalex.org/W2901191235,10.3390/ma11112254,Rapid Solar-Light Driven Superior Photocatalytic Degradation of Methylene Blue Using MoS2-ZnO Heterostructure Nanorods Photocatalyst,"Ritika, Manjot Kaur, Ahmad Umar, et al.",Materials,2018,123,DFT adsorption energy gas sensing MoS2,False,pending
https://openalex.org/W3198168688,10.1007/s12274-021-3751-y,Versatile Ti3C2Tx MXene for free-radical scavenging,"Jiang Liu, Wei Lü, Xifeng Lu, et al.",Nano Research,2021,122,DFT adsorption energy gas sensing MXene,False,pending
https://openalex.org/W3196237408,10.1021/acsnano.1c06027,Titanium Carbide MXene Shows an Electrochemical Anomaly in Water-in-Salt Electrolytes,"Xuehang Wang, Tyler S. Mathis, Yangyunli Sun, et al.",ACS Nano,2021,119,DFT adsorption energy gas sensing MXene,False,pending
https://openalex.org/W2027811123,10.1038/srep06450,Reversible Hydrophobic to Hydrophilic Transition in Graphene via Water Splitting Induced by UV Irradiation,"Zhemi Xu, Zhimin Ao, Dewei Chu, et al.",Scientific Reports,2014,118,CASTEP adsorption energy gas sensing,False,pending
https://openalex.org/W4211056256,10.1002/adma.202108682,Redox‐Active Metaphosphate‐Like Terminals Enable High‐Capacity MXene Anodes for Ultrafast Na‐Ion Storage,"Boya Sun, Qiongqiong Lu, Kaixuan Chen, et al.",Advanced Materials,2022,117,DFT adsorption energy gas sensing MXene,False,pending
https://openalex.org/W2979309390,10.1049/hve.2019.0170,Platinum modified MoS <sub>2</sub> monolayer for adsorption and gas sensing of SF <sub>6</sub> decomposition products: a DFT study,"Yingang Gui, Jinzhi Shi, Pingan Yang, et al.",High Voltage,2019,116,DFT adsorption energy gas sensing MoS2,False,pending
