material,Eg_eV,chi_eV,role,chi_source
Cs2AgAsCl6 (cubic),1.2792,3.9363,absorber,ml_plus_family_prior
Cs2AgAsCl6 (orthorhombic),1.2717,3.9363,absorber,ml_plus_family_prior
Cs2AgAsI6,0.2816,3.9126,absorber,ml_plus_family_prior
Cs2AgAsI6 (cubic),0.2692,3.9154,absorber,ml_plus_family_prior
Cs2AgAsI6 (orthorhombic),0.2816,3.9126,absorber,ml_plus_family_prior
Cs2AgBiBr6,1.1666,3.8834,absorber,ml_plus_family_prior
Cs2AgBiBr6 (cubic),1.1399,3.8819,absorber,ml_plus_family_prior
Cs2AgBiBr6 (orthorhombic),1.1666,3.8834,absorber,ml_plus_family_prior
Cs2AgBiCl6,1.5403,3.9355,absorber,ml_plus_family_prior
Cs2AgBiCl6 (cubic),1.5671,3.9355,absorber,ml_plus_family_prior
Cs2AgBiCl6 (orthorhombic),1.5403,3.9355,absorber,ml_plus_family_prior
Cs2AgBiI6,0.7825,3.9228,absorber,ml_plus_family_prior
Cs2AgBiI6 (cubic),0.6515,3.9171,absorber,ml_plus_family_prior
Cs2AgBiI6 (orthorhombic),0.7825,3.9228,absorber,ml_plus_family_prior
Cs2AgGaBr6,0.5295,3.9041,absorber,ml_plus_family_prior
Cs2AgGaBr6 (orthorhombic),0.5295,3.9041,absorber,ml_plus_family_prior
Cs2AgGaCl6,0.8793,3.934,absorber,ml_plus_family_prior
Cs2AgGaCl6 (cubic),0.9376,3.9431,absorber,ml_plus_family_prior
Cs2AgGaCl6 (orthorhombic),0.8793,3.934,absorber,ml_plus_family_prior
Cs2AgGaI6,0.5187,3.8796,absorber,ml_plus_family_prior
Cs2AgGaI6 (orthorhombic),0.5187,3.8796,absorber,ml_plus_family_prior
Cs2AgInBr6,0.3022,3.8481,absorber,ml_plus_family_prior
Cs2AgInBr6 (cubic),0.1818,3.8505,absorber,ml_plus_family_prior
Cs2AgInBr6 (orthorhombic),0.3022,3.8481,absorber,ml_plus_family_prior
Cs2AgInCl6,1.007,3.813,absorber,ml_plus_family_prior
Cs2AgInCl6 (cubic),1.0098,3.813,absorber,ml_plus_family_prior
Cs2AgInCl6 (orthorhombic),1.007,3.813,absorber,ml_plus_family_prior
Cs2AgInI6,0.4092,3.8235,absorber,ml_plus_family_prior
Cs2AgInI6 (orthorhombic),0.4092,3.8235,absorber,ml_plus_family_prior
Cs2AgSbBr6,0.8555,3.8965,absorber,ml_plus_family_prior
Cs2AgSbBr6 (cubic),0.8519,3.8965,absorber,ml_plus_family_prior
Cs2AgSbBr6 (orthorhombic),0.8555,3.8965,absorber,ml_plus_family_prior
Cs2AgSbCl6,1.3456,3.9019,absorber,ml_plus_family_prior
Cs2AgSbCl6 (cubic),1.3481,3.9019,absorber,ml_plus_family_prior
Cs2AgSbCl6 (orthorhombic),1.3456,3.9019,absorber,ml_plus_family_prior
Cs2AgSbI6,0.5516,3.888,absorber,ml_plus_family_prior
Cs2AgSbI6 (cubic),0.3495,3.8868,absorber,ml_plus_family_prior
Cs2AgSbI6 (orthorhombic),0.5516,3.888,absorber,ml_plus_family_prior
Cs2AuAlBr6,2.2396,3.6615,absorber,ml_plus_family_prior
Cs2AuAlBr6 (orthorhombic),2.2396,3.6615,absorber,ml_plus_family_prior
Cs2AuAlCl6,3.0945,3.5287,absorber,ml_plus_family_prior
Cs2AuAlCl6 (cubic),0.3603,3.8193,absorber,ml_plus_family_prior
Cs2AuAlCl6 (orthorhombic),3.0945,3.5287,absorber,ml_plus_family_prior
Cs2AuAlI6,1.7988,3.6708,absorber,ml_plus_family_prior
Cs2AuAlI6 (orthorhombic),1.7988,3.6708,absorber,ml_plus_family_prior
Cs2AuAsCl6,0.0619,3.9862,absorber,ml_plus_family_prior
Cs2AuAsCl6 (cubic),0.0619,3.9862,absorber,ml_plus_family_prior
Cs2AuBiBr6,0.1715,3.947,absorber,ml_plus_family_prior
Cs2AuBiBr6 (cubic),0.1284,3.947,absorber,ml_plus_family_prior
Cs2AuBiBr6 (orthorhombic),0.1715,3.947,absorber,ml_plus_family_prior
Cs2AuBiCl6,0.3403,3.9875,absorber,ml_plus_family_prior
Cs2AuBiCl6 (cubic),0.4324,3.9887,absorber,ml_plus_family_prior
Cs2AuBiCl6 (orthorhombic),0.3403,3.9875,absorber,ml_plus_family_prior
Cs2AuBiI6,0.0997,3.9224,absorber,ml_plus_family_prior
Cs2AuBiI6 (orthorhombic),0.0997,3.9224,absorber,ml_plus_family_prior
Cs2AuGaBr6,1.2103,3.8487,absorber,ml_plus_family_prior
Cs2AuGaBr6 (orthorhombic),1.2103,3.8487,absorber,ml_plus_family_prior
Cs2AuGaCl6,1.6446,3.8962,absorber,ml_plus_family_prior
Cs2AuGaCl6 (orthorhombic),1.6446,3.8962,absorber,ml_plus_family_prior
Cs2AuGaI6,0.711,3.8899,absorber,ml_plus_family_prior
Cs2AuGaI6 (orthorhombic),0.711,3.8899,absorber,ml_plus_family_prior
Cs2AuInBr6,1.2281,3.8097,absorber,ml_plus_family_prior
Cs2AuInBr6 (orthorhombic),1.2281,3.8097,absorber,ml_plus_family_prior
Cs2AuInCl6,1.4335,3.8764,absorber,ml_plus_family_prior
Cs2AuInCl6 (orthorhombic),1.4335,3.8764,absorber,ml_plus_family_prior
Cs2AuInI6,0.7908,3.8256,absorber,ml_plus_family_prior
Cs2AuInI6 (orthorhombic),0.7908,3.8256,absorber,ml_plus_family_prior
Cs2AuSbCl6,0.1614,3.9609,absorber,ml_plus_family_prior
Cs2AuSbCl6 (cubic),0.1614,3.9609,absorber,ml_plus_family_prior
Cs2CuAlBr6,1.5463,3.6938,absorber,ml_plus_family_prior
Cs2CuAlBr6 (orthorhombic),1.5463,3.6938,absorber,ml_plus_family_prior
Cs2CuAlCl6,1.8101,3.7282,absorber,ml_plus_family_prior
Cs2CuAlCl6 (cubic),0.6212,3.8056,absorber,ml_plus_family_prior
Cs2CuAlCl6 (orthorhombic),1.8101,3.7282,absorber,ml_plus_family_prior
Cs2CuAlI6,1.1815,3.6686,absorber,ml_plus_family_prior
Cs2CuAlI6 (orthorhombic),1.1815,3.6686,absorber,ml_plus_family_prior
Cs2CuAsBr6,0.201,3.9242,absorber,ml_plus_family_prior
Cs2CuAsBr6 (cubic),0.2252,3.9242,absorber,ml_plus_family_prior
Cs2CuAsBr6 (orthorhombic),0.201,3.9242,absorber,ml_plus_family_prior
Cs2CuAsCl6,0.3624,3.9665,absorber,ml_plus_family_prior
Cs2CuAsCl6 (cubic),0.5367,3.9678,absorber,ml_plus_family_prior
Cs2CuAsCl6 (orthorhombic),0.3624,3.9665,absorber,ml_plus_family_prior
Cs2CuBiBr6,0.5429,3.9283,absorber,ml_plus_family_prior
Cs2CuBiBr6 (cubic),0.5649,3.9283,absorber,ml_plus_family_prior
Cs2CuBiBr6 (orthorhombic),0.5429,3.9283,absorber,ml_plus_family_prior
Cs2CuBiCl6,0.671,3.9852,absorber,ml_plus_family_prior
Cs2CuBiCl6 (cubic),0.7609,3.9808,absorber,ml_plus_family_prior
Cs2CuBiCl6 (orthorhombic),0.671,3.9852,absorber,ml_plus_family_prior
Cs2CuBiI6,0.4616,3.9026,absorber,ml_plus_family_prior
Cs2CuBiI6 (cubic),0.2847,3.9033,absorber,ml_plus_family_prior
Cs2CuBiI6 (orthorhombic),0.4616,3.9026,absorber,ml_plus_family_prior
Cs2CuGaBr6,0.7958,3.8921,absorber,ml_plus_family_prior
Cs2CuGaBr6 (orthorhombic),0.7958,3.8921,absorber,ml_plus_family_prior
Cs2CuGaCl6,1.0981,3.8683,absorber,ml_plus_family_prior
Cs2CuGaCl6 (orthorhombic),1.0981,3.8683,absorber,ml_plus_family_prior
Cs2CuGaI6,0.5666,3.863,absorber,ml_plus_family_prior
Cs2CuGaI6 (orthorhombic),0.5666,3.863,absorber,ml_plus_family_prior
Cs2CuInBr6,0.4291,3.8323,absorber,ml_plus_family_prior
Cs2CuInBr6 (orthorhombic),0.4291,3.8323,absorber,ml_plus_family_prior
Cs2CuInCl6,0.501,3.8813,absorber,ml_plus_family_prior
Cs2CuInCl6 (orthorhombic),0.501,3.8813,absorber,ml_plus_family_prior
Cs2CuInI6,0.6155,3.7976,absorber,ml_plus_family_prior
Cs2CuInI6 (orthorhombic),0.6155,3.7976,absorber,ml_plus_family_prior
Cs2CuSbBr6,0.3218,3.8981,absorber,ml_plus_family_prior
Cs2CuSbBr6 (cubic),0.3254,3.8981,absorber,ml_plus_family_prior
Cs2CuSbBr6 (orthorhombic),0.3218,3.8981,absorber,ml_plus_family_prior
Cs2CuSbCl6,0.5323,3.9429,absorber,ml_plus_family_prior
Cs2CuSbCl6 (cubic),0.6478,3.9366,absorber,ml_plus_family_prior
Cs2CuSbCl6 (orthorhombic),0.5323,3.9429,absorber,ml_plus_family_prior
Cs2CuSbI6,0.2081,3.8747,absorber,ml_plus_family_prior
Cs2CuSbI6 (orthorhombic),0.2081,3.8747,absorber,ml_plus_family_prior
Cs2InAlBr6,2.0668,3.6313,absorber,ml_plus_family_prior
Cs2InAlBr6 (cubic),1.9981,3.651,absorber,ml_plus_family_prior
Cs2InAlBr6 (orthorhombic),2.0668,3.6313,absorber,ml_plus_family_prior
Cs2InAlCl6,2.9825,3.5281,absorber,ml_plus_family_prior
Cs2InAlCl6 (cubic),2.9697,3.5282,absorber,ml_plus_family_prior
Cs2InAlCl6 (orthorhombic),2.9825,3.5281,absorber,ml_plus_family_prior
Cs2InAlI6,1.0898,3.6138,absorber,ml_plus_family_prior
Cs2InAlI6 (cubic),0.9201,3.6718,absorber,ml_plus_family_prior
Cs2InAlI6 (orthorhombic),1.0898,3.6138,absorber,ml_plus_family_prior
Cs2InAsBr6,0.1509,3.8415,absorber,ml_plus_family_prior
Cs2InAsBr6 (cubic),0.1267,3.8415,absorber,ml_plus_family_prior
Cs2InAsBr6 (orthorhombic),0.1509,3.8415,absorber,ml_plus_family_prior
Cs2InAsCl6,0.6284,3.8792,absorber,ml_plus_family_prior
Cs2InAsCl6 (cubic),0.6019,3.8804,absorber,ml_plus_family_prior
Cs2InAsCl6 (orthorhombic),0.6284,3.8792,absorber,ml_plus_family_prior
Cs2InAsI6,0.1046,3.8175,absorber,ml_plus_family_prior
Cs2InAsI6 (cubic),0.1046,3.8175,absorber,ml_plus_family_prior
Cs2InBiBr6,0.6112,3.8378,absorber,ml_plus_family_prior
Cs2InBiBr6 (orthorhombic),0.6112,3.8378,absorber,ml_plus_family_prior
Cs2InBiCl6,1.081,3.8359,absorber,ml_plus_family_prior
Cs2InBiCl6 (cubic),0.4401,3.8965,absorber,ml_plus_family_prior
Cs2InBiCl6 (orthorhombic),1.081,3.8359,absorber,ml_plus_family_prior
Cs2InBiI6,0.2795,3.8241,absorber,ml_plus_family_prior
Cs2InBiI6 (cubic),0.2804,3.8241,absorber,ml_plus_family_prior
Cs2InBiI6 (orthorhombic),0.2795,3.8241,absorber,ml_plus_family_prior
Cs2InGaBr6,0.6177,3.8157,absorber,ml_plus_family_prior
Cs2InGaBr6 (cubic),1.016,3.7458,absorber,ml_plus_family_prior
Cs2InGaBr6 (orthorhombic),0.6177,3.8157,absorber,ml_plus_family_prior
Cs2InGaCl6,1.5679,3.8473,absorber,ml_plus_family_prior
Cs2InGaCl6 (cubic),1.7994,3.8406,absorber,ml_plus_family_prior
Cs2InGaCl6 (orthorhombic),1.5679,3.8473,absorber,ml_plus_family_prior
Cs2InGaI6,0.4448,3.8014,absorber,ml_plus_family_prior
Cs2InGaI6 (cubic),0.2606,3.8044,absorber,ml_plus_family_prior
Cs2InGaI6 (orthorhombic),0.4448,3.8014,absorber,ml_plus_family_prior
Cs2InInBr6,1.0754,3.7913,absorber,ml_plus_family_prior
Cs2InInBr6 (cubic),0.8082,3.8475,absorber,ml_plus_family_prior
Cs2InInBr6 (orthorhombic),1.0754,3.7913,absorber,ml_plus_family_prior
Cs2InInCl6,1.8437,3.8587,absorber,ml_plus_family_prior
Cs2InInCl6 (cubic),1.5767,3.8736,absorber,ml_plus_family_prior
Cs2InInCl6 (orthorhombic),1.8437,3.8587,absorber,ml_plus_family_prior
Cs2InInI6,0.3965,3.8224,absorber,ml_plus_family_prior
Cs2InInI6 (orthorhombic),0.3965,3.8224,absorber,ml_plus_family_prior
Cs2InSbBr6,0.5839,3.8287,absorber,ml_plus_family_prior
Cs2InSbBr6 (cubic),0.087,3.8369,absorber,ml_plus_family_prior
Cs2InSbBr6 (orthorhombic),0.5839,3.8287,absorber,ml_plus_family_prior
Cs2InSbCl6,1.0928,3.8135,absorber,ml_plus_family_prior
Cs2InSbCl6 (cubic),0.5387,3.8829,absorber,ml_plus_family_prior
Cs2InSbCl6 (orthorhombic),1.0928,3.8135,absorber,ml_plus_family_prior
Cs2InSbI6,0.304,3.8104,absorber,ml_plus_family_prior
Cs2InSbI6 (cubic),0.1914,3.8129,absorber,ml_plus_family_prior
Cs2InSbI6 (orthorhombic),0.304,3.8104,absorber,ml_plus_family_prior
Cs2TlAlBr6,2.5708,3.5968,absorber,ml_plus_family_prior
Cs2TlAlBr6 (cubic),2.6282,3.6389,absorber,ml_plus_family_prior
Cs2TlAlBr6 (orthorhombic),2.5708,3.5968,absorber,ml_plus_family_prior
Cs2TlAlCl6,3.6166,3.4618,absorber,ml_plus_family_prior
Cs2TlAlCl6 (cubic),3.6705,3.4595,absorber,ml_plus_family_prior
Cs2TlAlCl6 (orthorhombic),3.6166,3.4618,absorber,ml_plus_family_prior
Cs2TlAlI6,1.4478,3.6828,absorber,ml_plus_family_prior
Cs2TlAlI6 (cubic),1.3469,3.6832,absorber,ml_plus_family_prior
Cs2TlAlI6 (orthorhombic),1.4478,3.6828,absorber,ml_plus_family_prior
Cs2TlAsBr6,1.1689,3.8759,absorber,ml_plus_family_prior
Cs2TlAsBr6 (cubic),0.8269,3.9244,absorber,ml_plus_family_prior
Cs2TlAsBr6 (orthorhombic),1.1689,3.8759,absorber,ml_plus_family_prior
Cs2TlAsCl6,1.588,3.9319,absorber,ml_plus_family_prior
Cs2TlAsCl6 (cubic),1.26,3.9348,absorber,ml_plus_family_prior
Cs2TlAsCl6 (orthorhombic),1.588,3.9319,absorber,ml_plus_family_prior
Cs2TlAsI6,0.8489,3.8969,absorber,ml_plus_family_prior
Cs2TlAsI6 (cubic),0.4876,3.912,absorber,ml_plus_family_prior
Cs2TlAsI6 (orthorhombic),0.8489,3.8969,absorber,ml_plus_family_prior
Cs2TlBiBr6,1.2606,3.9011,absorber,ml_plus_family_prior
Cs2TlBiBr6 (cubic),0.6537,3.9414,absorber,ml_plus_family_prior
Cs2TlBiBr6 (orthorhombic),1.2606,3.9011,absorber,ml_plus_family_prior
Cs2TlBiCl6,1.7189,3.9367,absorber,ml_plus_family_prior
Cs2TlBiCl6 (cubic),1.1018,3.9285,absorber,ml_plus_family_prior
Cs2TlBiCl6 (orthorhombic),1.7189,3.9367,absorber,ml_plus_family_prior
Cs2TlBiI6,0.8517,3.9044,absorber,ml_plus_family_prior
Cs2TlBiI6 (cubic),0.2898,3.9197,absorber,ml_plus_family_prior
Cs2TlBiI6 (orthorhombic),0.8517,3.9044,absorber,ml_plus_family_prior
Cs2TlGaBr6,1.5515,3.8531,absorber,ml_plus_family_prior
Cs2TlGaBr6 (cubic),1.4557,3.8574,absorber,ml_plus_family_prior
Cs2TlGaBr6 (orthorhombic),1.5515,3.8531,absorber,ml_plus_family_prior
Cs2TlGaCl6,2.4604,3.659,absorber,ml_plus_family_prior
Cs2TlGaCl6 (cubic),2.4214,3.7569,absorber,ml_plus_family_prior
Cs2TlGaCl6 (orthorhombic),2.4604,3.659,absorber,ml_plus_family_prior
Cs2TlGaI6,0.636,3.8728,absorber,ml_plus_family_prior
Cs2TlGaI6 (cubic),0.4918,3.8794,absorber,ml_plus_family_prior
Cs2TlGaI6 (orthorhombic),0.636,3.8728,absorber,ml_plus_family_prior
Cs2TlInBr6,1.8644,3.8162,absorber,ml_plus_family_prior
Cs2TlInBr6 (cubic),1.6335,3.8304,absorber,ml_plus_family_prior
Cs2TlInBr6 (orthorhombic),1.8644,3.8162,absorber,ml_plus_family_prior
Cs2TlInCl6,2.6723,3.7873,absorber,ml_plus_family_prior
Cs2TlInCl6 (cubic),2.4561,3.7562,absorber,ml_plus_family_prior
Cs2TlInCl6 (orthorhombic),2.6723,3.7873,absorber,ml_plus_family_prior
Cs2TlInI6,1.0243,3.7506,absorber,ml_plus_family_prior
Cs2TlInI6 (cubic),0.7898,3.8256,absorber,ml_plus_family_prior
Cs2TlInI6 (orthorhombic),1.0243,3.7506,absorber,ml_plus_family_prior
Cs2TlSbBr6,1.2416,3.8595,absorber,ml_plus_family_prior
Cs2TlSbBr6 (cubic),0.6989,3.9214,absorber,ml_plus_family_prior
Cs2TlSbBr6 (orthorhombic),1.2416,3.8595,absorber,ml_plus_family_prior
Cs2TlSbCl6,1.666,3.889,absorber,ml_plus_family_prior
Cs2TlSbCl6 (cubic),1.12,3.8851,absorber,ml_plus_family_prior
Cs2TlSbCl6 (orthorhombic),1.666,3.889,absorber,ml_plus_family_prior
Cs2TlSbI6,0.9189,3.8715,absorber,ml_plus_family_prior
Cs2TlSbI6 (cubic),0.3599,3.8868,absorber,ml_plus_family_prior
Cs2TlSbI6 (orthorhombic),0.9189,3.8715,absorber,ml_plus_family_prior
Cs3Sb2Br9,1.952,3.98,absorber,literature_SCAPS
CsNbAgNbO6,3.33017012,3.7067,absorber,ml_plus_family_prior
CsNbBaSnO6,4.222506347,3.6012,absorber,ml_plus_family_prior
CsNbCaGeO6,3.77620684,3.6015,absorber,ml_plus_family_prior
CsNbCaSiO6,3.244987246,3.6567,absorber,ml_plus_family_prior
CsNbCaSnO6,4.0016578,3.5891,absorber,ml_plus_family_prior
CsNbCaTiO6,3.781984576,3.5928,absorber,ml_plus_family_prior
CsNbCsTaO6,3.431655002,3.6895,absorber,ml_plus_family_prior
CsNbGaNbO6,1.568671522,3.8462,absorber,ml_plus_family_prior
CsNbGaTaO6,1.689092986,3.847,absorber,ml_plus_family_prior
CsNbInNbO6,0.772474049,3.8478,absorber,ml_plus_family_prior
CsNbKNbO6,3.371381999,3.7114,absorber,ml_plus_family_prior
CsNbKSbO6,3.252953266,3.6663,absorber,ml_plus_family_prior
CsNbLaAlO6,3.970550913,3.5424,absorber,ml_plus_family_prior
CsNbLaGaO6,4.445701186,3.5629,absorber,ml_plus_family_prior
CsNbLaInO6,4.659075089,3.5667,absorber,ml_plus_family_prior
CsNbLiNbO6,3.358618162,3.7062,absorber,ml_plus_family_prior
CsNbMgTiO6,3.70530303,3.5761,absorber,ml_plus_family_prior
CsNbMgZrO6,5.068744498,3.5542,absorber,ml_plus_family_prior
CsNbNaNbO6,3.456134098,3.6876,absorber,ml_plus_family_prior
CsNbNaSbO6,3.475302498,3.6868,absorber,ml_plus_family_prior
CsNbPbHfO6,4.125761782,3.5812,absorber,ml_plus_family_prior
CsNbPbTiO6,3.806622078,3.5971,absorber,ml_plus_family_prior
CsNbPbZrO6,4.100090389,3.5844,absorber,ml_plus_family_prior
CsNbRbNbO6,3.389681924,3.7036,absorber,ml_plus_family_prior
CsNbSnHfO6,3.837245653,3.6275,absorber,ml_plus_family_prior
CsNbSnTiO6,2.905831639,3.6717,absorber,ml_plus_family_prior
CsNbSnZrO6,3.396033234,3.7115,absorber,ml_plus_family_prior
CsNbSrGeO6,3.617636293,3.6013,absorber,ml_plus_family_prior
CsNbSrSiO6,3.264936787,3.6815,absorber,ml_plus_family_prior
CsNbSrSnO6,4.520872076,3.5935,absorber,ml_plus_family_prior
CsNbSrTiO6,3.872904631,3.5936,absorber,ml_plus_family_prior
CsNbTlNbO6,2.10377581,3.8175,absorber,ml_plus_family_prior
CsNbYAlO6,3.724349822,3.565,absorber,ml_plus_family_prior
CsPb0.625Zn0.375IBr2,1.05,4.27,absorber,literature_SCAPS
CsPbBr2Cl,2.65,3.7444,absorber,ml_plus_family_prior
CsPbBr2I,2.11,3.8069,absorber,ml_plus_family_prior
CsPbBr3,2.36,3.8005,absorber,ml_plus_family_prior
CsPbBrI2,1.92,3.839,absorber,ml_plus_family_prior
CsPbCl2Br,2.74,3.7341,absorber,ml_plus_family_prior
CsPbCl3,2.98,3.5565,absorber,ml_plus_family_prior
CsPbClBr2,2.51,3.6907,absorber,ml_plus_family_prior
CsPbI2Br,2.0,3.8431,absorber,ml_plus_family_prior
CsPbI3,1.73,3.8408,absorber,ml_plus_family_prior
CsTaAgNbO6,3.258149897,3.6688,absorber,ml_plus_family_prior
CsTaAgTaO6,3.808143901,3.5967,absorber,ml_plus_family_prior
CsTaBaSnO6,4.584905096,3.5935,absorber,ml_plus_family_prior
CsTaBaTiO6,3.902959037,3.5937,absorber,ml_plus_family_prior
CsTaCaGeO6,4.184887473,3.5788,absorber,ml_plus_family_prior
CsTaCaHfO6,4.97375148,3.5617,absorber,ml_plus_family_prior
CsTaCaSiO6,4.136175518,3.5724,absorber,ml_plus_family_prior
CsTaCaSnO6,4.523695478,3.5938,absorber,ml_plus_family_prior
CsTaCaTiO6,3.849509114,3.5927,absorber,ml_plus_family_prior
CsTaCaZrO6,4.972347834,3.5638,absorber,ml_plus_family_prior
CsTaCsVO6,2.139696775,3.807,absorber,ml_plus_family_prior
CsTaGaNbO6,1.689655245,3.847,absorber,ml_plus_family_prior
CsTaGaTaO6,2.162289219,3.7539,absorber,ml_plus_family_prior
CsTaKNbO6,3.29564536,3.7061,absorber,ml_plus_family_prior
CsTaKSbO6,3.598247689,3.5955,absorber,ml_plus_family_prior
CsTaKTaO6,3.829263824,3.5971,absorber,ml_plus_family_prior
CsTaLaAlO6,4.790851813,3.5436,absorber,ml_plus_family_prior
CsTaLaGaO6,5.274671803,3.5556,absorber,ml_plus_family_prior
CsTaLaInO6,5.039008801,3.5719,absorber,ml_plus_family_prior
CsTaLaScO6,5.224512176,3.5615,absorber,ml_plus_family_prior
CsTaLiNbO6,3.3951785,3.7003,absorber,ml_plus_family_prior
CsTaLiTaO6,3.91261728,3.5967,absorber,ml_plus_family_prior
CsTaLiVO6,2.351802857,3.8052,absorber,ml_plus_family_prior
CsTaMgTiO6,3.791325966,3.5754,absorber,ml_plus_family_prior
CsTaMgZrO6,5.85854129,3.519,absorber,ml_plus_family_prior
CsTaNaNbO6,3.375315176,3.702,absorber,ml_plus_family_prior
CsTaNaSbO6,3.85601142,3.596,absorber,ml_plus_family_prior
CsTaNaTaO6,3.893347423,3.5967,absorber,ml_plus_family_prior
CsTaNaVO6,2.0949465,3.8007,absorber,ml_plus_family_prior
CsTaPbHfO6,4.840162189,3.5735,absorber,ml_plus_family_prior
CsTaPbTiO6,3.441401642,3.6861,absorber,ml_plus_family_prior
CsTaPbZrO6,4.867170086,3.5649,absorber,ml_plus_family_prior
CsTaRbNbO6,3.239810056,3.665,absorber,ml_plus_family_prior
CsTaRbTaO6,3.759439299,3.5961,absorber,ml_plus_family_prior
CsTaSnHfO6,3.975569031,3.5908,absorber,ml_plus_family_prior
CsTaSnTiO6,3.066637476,3.6617,absorber,ml_plus_family_prior
CsTaSnZrO6,4.550292742,3.596,absorber,ml_plus_family_prior
CsTaSrGeO6,3.981506845,3.5635,absorber,ml_plus_family_prior
CsTaSrHfO6,5.048941056,3.5739,absorber,ml_plus_family_prior
CsTaSrSiO6,4.170938456,3.5716,absorber,ml_plus_family_prior
CsTaSrSnO6,4.909403889,3.588,absorber,ml_plus_family_prior
CsTaSrTiO6,3.506011227,3.6858,absorber,ml_plus_family_prior
CsTaSrZrO6,4.95376077,3.5625,absorber,ml_plus_family_prior
CsTaTlNbO6,2.277721909,3.8324,absorber,ml_plus_family_prior
CsTaTlTaO6,2.209663313,3.834,absorber,ml_plus_family_prior
CsTaYAlO6,4.67918643,3.5434,absorber,ml_plus_family_prior
CsVBaSnO6,2.072447249,3.8315,absorber,ml_plus_family_prior
CsVCaGeO6,1.540581216,3.8797,absorber,ml_plus_family_prior
CsVCaSiO6,1.083685684,3.8768,absorber,ml_plus_family_prior
CsVCaSnO6,1.797516438,3.8826,absorber,ml_plus_family_prior
CsVCaTiO6,2.424146688,3.8112,absorber,ml_plus_family_prior
CsVGaNbO6,0.725860475,3.8959,absorber,ml_plus_family_prior
CsVGaTaO6,0.427417209,3.8856,absorber,ml_plus_family_prior
CsVKSbO6,1.53383603,3.8362,absorber,ml_plus_family_prior
CsVLaAlO6,1.617153328,3.6989,absorber,ml_plus_family_prior
CsVLaGaO6,1.929652967,3.7892,absorber,ml_plus_family_prior
CsVLaInO6,2.385279742,3.7818,absorber,ml_plus_family_prior
CsVLiVO6,1.676047872,3.8733,absorber,ml_plus_family_prior
CsVMgZrO6,2.234714469,3.7664,absorber,ml_plus_family_prior
CsVNaSbO6,1.663055524,3.8275,absorber,ml_plus_family_prior
CsVNaVO6,1.695828684,3.8733,absorber,ml_plus_family_prior
CsVPbTiO6,2.173707247,3.8304,absorber,ml_plus_family_prior
CsVSnTiO6,1.531649409,3.9117,absorber,ml_plus_family_prior
CsVSrGeO6,1.535642736,3.882,absorber,ml_plus_family_prior
CsVSrSiO6,1.081372328,3.8768,absorber,ml_plus_family_prior
CsVSrSnO6,2.126154005,3.821,absorber,ml_plus_family_prior
CsVSrTiO6,2.402826221,3.8131,absorber,ml_plus_family_prior
CsVTlTaO6,1.04242215,3.8473,absorber,ml_plus_family_prior
CsVYAlO6,1.373149472,3.7045,absorber,ml_plus_family_prior
Cu2Te,1.18,4.2,htl,literature_SCAPS
CuAlO2,3.46,2.5,htl,literature_SCAPS
CuI,3.1,2.1,htl,literature_SCAPS
CuSCN,3.6,1.7,htl,literature_SCAPS
D-PBTTT-14,2.16,3.2,htl,literature_SCAPS
GaAs,1.42,4.07,htl,literature_SCAPS
GaAs_b,1.88,3.76,monolayer,literature_HSE06_monolayer
GaN,3.23,2.8000000000000003,monolayer,literature_HSE06_monolayer
GaNbAgNbO6,1.455146082,3.8485,absorber,ml_plus_family_prior
GaNbBaSnO6,3.13985473,3.6525,absorber,ml_plus_family_prior
GaNbBaTiO6,1.844905752,3.8154,absorber,ml_plus_family_prior
GaNbCaGeO6,2.128865476,3.7583,absorber,ml_plus_family_prior
GaNbCaSiO6,1.379197283,3.8574,absorber,ml_plus_family_prior
GaNbCaSnO6,1.843996924,3.8246,absorber,ml_plus_family_prior
GaNbCaTiO6,1.464554512,3.8571,absorber,ml_plus_family_prior
GaNbLaAlO6,2.126529305,3.5869,absorber,ml_plus_family_prior
GaNbLaGaO6,2.674483127,3.7072,absorber,ml_plus_family_prior
GaNbLaInO6,2.493512245,3.5872,absorber,ml_plus_family_prior
GaNbLiNbO6,1.401236812,3.8499,absorber,ml_plus_family_prior
GaNbMgTiO6,1.202758352,3.8393,absorber,ml_plus_family_prior
GaNbMgZrO6,2.970601472,3.6143,absorber,ml_plus_family_prior
GaNbNaNbO6,1.403098217,3.8499,absorber,ml_plus_family_prior
GaNbNaSbO6,2.154979683,3.7139,absorber,ml_plus_family_prior
GaNbPbTiO6,1.511721496,3.8595,absorber,ml_plus_family_prior
GaNbSnTiO6,1.460795557,3.8853,absorber,ml_plus_family_prior
GaNbSrGeO6,2.167031343,3.7672,absorber,ml_plus_family_prior
GaNbSrSiO6,1.440511905,3.8564,absorber,ml_plus_family_prior
GaNbSrSnO6,3.271136372,3.6903,absorber,ml_plus_family_prior
GaNbSrTiO6,1.487434643,3.8571,absorber,ml_plus_family_prior
GaNbYAlO6,1.671893478,3.6831,absorber,ml_plus_family_prior
GaP_b,2.49,1.7999999999999998,monolayer,literature_HSE06_monolayer
GaSb_b,1.13,3.24,monolayer,literature_HSE06_monolayer
GaTaAgNbO6,1.784907466,3.8403,absorber,ml_plus_family_prior
