DOI,Title,Authors,Journal,Year,Material,Material_Class,Doping,Material_Dimensionality,Crystal_Structure,Gas,DFT_Software,Functional,Dispersion_Correction,Supercell,Adsorption_Site,Adsorption_Energy_eV,Charge_Transfer_e,Adsorption_Distance_A,Bandgap_Before_eV,Bandgap_After_eV,Bandgap_Change_eV,WorkFunction_Before_eV,WorkFunction_After_eV,WorkFunction_Change_eV,Sensitivity,Selectivity,Response_Time,Recovery_Time,Detection_Limit,Data_Source,Extraction_Notes
10.1016/j.cplett.2014.01.043,Gas adsorption on MoS2 monolayer from first-principles calculations,"Zhang C, Johnson A, Hsu CW, Li LJ, Mazzoni MSC",Chemical Physics Letters,2014,MoS2,TMD,NA,2D,NA,NH3,VASP,DFT-D2,DFT-D2,MoS2 monolayer supercell,most_stable,-0.127,NA,NA,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; Bader charge for NO2 only
10.1016/j.cplett.2014.01.043,Gas adsorption on MoS2 monolayer from first-principles calculations,"Zhang C, Johnson A, Hsu CW, Li LJ, Mazzoni MSC",Chemical Physics Letters,2014,MoS2,TMD,NA,2D,NA,NH3,VASP,optPBE-vdw,optPBE-vdw,MoS2 monolayer supercell,most_stable,-0.176,NA,NA,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; Bader charge for NO2 only
10.1016/j.cplett.2014.01.043,Gas adsorption on MoS2 monolayer from first-principles calculations,"Zhang C, Johnson A, Hsu CW, Li LJ, Mazzoni MSC",Chemical Physics Letters,2014,MoS2,TMD,NA,2D,NA,NH3,VASP,revPBE-vdw,revPBE-vdw,MoS2 monolayer supercell,most_stable,-0.13,NA,NA,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; Bader charge for NO2 only
10.1016/j.cplett.2014.01.043,Gas adsorption on MoS2 monolayer from first-principles calculations,"Zhang C, Johnson A, Hsu CW, Li LJ, Mazzoni MSC",Chemical Physics Letters,2014,MoS2,TMD,NA,2D,NA,NO,VASP,PBE,NA,MoS2 monolayer supercell,most_stable,-0.066,NA,NA,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; Bader charge for NO2 only
10.1016/j.cplett.2014.01.043,Gas adsorption on MoS2 monolayer from first-principles calculations,"Zhang C, Johnson A, Hsu CW, Li LJ, Mazzoni MSC",Chemical Physics Letters,2014,MoS2,TMD,NA,2D,NA,NO,VASP,DFT-D2,DFT-D2,MoS2 monolayer supercell,most_stable,-0.153,NA,NA,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; Bader charge for NO2 only
10.1016/j.cplett.2014.01.043,Gas adsorption on MoS2 monolayer from first-principles calculations,"Zhang C, Johnson A, Hsu CW, Li LJ, Mazzoni MSC",Chemical Physics Letters,2014,MoS2,TMD,NA,2D,NA,NO,VASP,optPBE-vdw,optPBE-vdw,MoS2 monolayer supercell,most_stable,-0.254,NA,NA,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; Bader charge for NO2 only
10.1016/j.cplett.2014.01.043,Gas adsorption on MoS2 monolayer from first-principles calculations,"Zhang C, Johnson A, Hsu CW, Li LJ, Mazzoni MSC",Chemical Physics Letters,2014,MoS2,TMD,NA,2D,NA,NO,VASP,revPBE-vdw,revPBE-vdw,MoS2 monolayer supercell,most_stable,-0.239,NA,NA,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; Bader charge for NO2 only
10.1016/j.cplett.2014.01.043,Gas adsorption on MoS2 monolayer from first-principles calculations,"Zhang C, Johnson A, Hsu CW, Li LJ, Mazzoni MSC",Chemical Physics Letters,2014,MoS2,TMD,NA,2D,NA,NO2,VASP,PBE,NA,MoS2 monolayer supercell,most_stable,-0.036,-0.034,NA,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; Bader charge for NO2 only
10.1016/j.cplett.2014.01.043,Gas adsorption on MoS2 monolayer from first-principles calculations,"Zhang C, Johnson A, Hsu CW, Li LJ, Mazzoni MSC",Chemical Physics Letters,2014,MoS2,TMD,NA,2D,NA,NO2,VASP,DFT-D2,DFT-D2,MoS2 monolayer supercell,most_stable,-0.138,-0.034,NA,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; Bader charge for NO2 only
10.1016/j.cplett.2014.01.043,Gas adsorption on MoS2 monolayer from first-principles calculations,"Zhang C, Johnson A, Hsu CW, Li LJ, Mazzoni MSC",Chemical Physics Letters,2014,MoS2,TMD,NA,2D,NA,NO2,VASP,optPBE-vdw,optPBE-vdw,MoS2 monolayer supercell,most_stable,-0.287,-0.034,NA,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; Bader charge for NO2 only
10.1016/j.cplett.2014.01.043,Gas adsorption on MoS2 monolayer from first-principles calculations,"Zhang C, Johnson A, Hsu CW, Li LJ, Mazzoni MSC",Chemical Physics Letters,2014,MoS2,TMD,NA,2D,NA,NO2,VASP,revPBE-vdw,revPBE-vdw,MoS2 monolayer supercell,most_stable,-0.241,-0.034,NA,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table I; Bader charge for NO2 only
10.1186/1556-276X-8-425,Adsorption of gas molecules on monolayer MoS2 and effect of applied electric field,"Ding Y, Wang Y, Ni J, Shi L, Shi S, Tang W",Nanoscale Research Letters,2013,MoS2,TMD,NA,2D,NA,H2,VASP,LSDA,NA,4x4 MoS2 supercell,most_stable,-0.082,0.004,NA,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 LDA; negative Q = transfer from gas to MoS2
10.1186/1556-276X-8-425,Adsorption of gas molecules on monolayer MoS2 and effect of applied electric field,"Ding Y, Wang Y, Ni J, Shi L, Shi S, Tang W",Nanoscale Research Letters,2013,MoS2,TMD,NA,2D,NA,O2,VASP,LSDA,NA,4x4 MoS2 supercell,most_stable,-0.116,0.04,NA,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 LDA; negative Q = transfer from gas to MoS2
10.1186/1556-276X-8-425,Adsorption of gas molecules on monolayer MoS2 and effect of applied electric field,"Ding Y, Wang Y, Ni J, Shi L, Shi S, Tang W",Nanoscale Research Letters,2013,MoS2,TMD,NA,2D,NA,H2O,VASP,LSDA,NA,4x4 MoS2 supercell,most_stable,-0.234,0.01,NA,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 LDA; negative Q = transfer from gas to MoS2
10.1186/1556-276X-8-425,Adsorption of gas molecules on monolayer MoS2 and effect of applied electric field,"Ding Y, Wang Y, Ni J, Shi L, Shi S, Tang W",Nanoscale Research Letters,2013,MoS2,TMD,NA,2D,NA,NH3,VASP,LSDA,NA,4x4 MoS2 supercell,most_stable,-0.25,-0.069,2.46,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 LDA; negative Q = transfer from gas to MoS2
10.1186/1556-276X-8-425,Adsorption of gas molecules on monolayer MoS2 and effect of applied electric field,"Ding Y, Wang Y, Ni J, Shi L, Shi S, Tang W",Nanoscale Research Letters,2013,MoS2,TMD,NA,2D,NA,NO,VASP,LSDA,NA,4x4 MoS2 supercell,most_stable,-0.211,0.022,NA,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 LDA; negative Q = transfer from gas to MoS2
10.1186/1556-276X-8-425,Adsorption of gas molecules on monolayer MoS2 and effect of applied electric field,"Ding Y, Wang Y, Ni J, Shi L, Shi S, Tang W",Nanoscale Research Letters,2013,MoS2,TMD,NA,2D,NA,NO2,VASP,LSDA,NA,4x4 MoS2 supercell,most_stable,-0.276,0.1,NA,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 LDA; negative Q = transfer from gas to MoS2
10.1186/1556-276X-8-425,Adsorption of gas molecules on monolayer MoS2 and effect of applied electric field,"Ding Y, Wang Y, Ni J, Shi L, Shi S, Tang W",Nanoscale Research Letters,2013,MoS2,TMD,NA,2D,NA,CO,VASP,LSDA,NA,4x4 MoS2 supercell,most_stable,-0.128,0.004,2.95,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 LDA; negative Q = transfer from gas to MoS2
10.3762/bjnano.9.156,"Free-radical gases on two-dimensional transition-metal disulfides (XS2, X = Mo/W)","Li Y, Zhou J, Guo W",Beilstein Journal of Nanotechnology,2018,MoS2,TMD,NA,2D,NA,NO,NA,NA,NA,3x3 supercell,most_stable,-0.18,NA,2.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; values originally reported in meV
10.3762/bjnano.9.156,"Free-radical gases on two-dimensional transition-metal disulfides (XS2, X = Mo/W)","Li Y, Zhou J, Guo W",Beilstein Journal of Nanotechnology,2018,MoS2,TMD,NA,2D,NA,NO2,NA,NA,NA,3x3 supercell,most_stable,-0.233,NA,2.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; values originally reported in meV
10.3762/bjnano.9.156,"Free-radical gases on two-dimensional transition-metal disulfides (XS2, X = Mo/W)","Li Y, Zhou J, Guo W",Beilstein Journal of Nanotechnology,2018,WS2,TMD,NA,2D,NA,NO,NA,NA,NA,3x3 supercell,most_stable,-0.165,NA,2.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; values originally reported in meV
10.3762/bjnano.9.156,"Free-radical gases on two-dimensional transition-metal disulfides (XS2, X = Mo/W)","Li Y, Zhou J, Guo W",Beilstein Journal of Nanotechnology,2018,WS2,TMD,NA,2D,NA,NO2,NA,NA,NA,3x3 supercell,most_stable,-0.201,NA,2.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; values originally reported in meV
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Ti2CO2,MXene,NA,2D,NA,H2,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Ti2CO2,MXene,NA,2D,NA,NH3,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.37,-0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Ti2CO2,MXene,NA,2D,NA,H2O,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Ti2CO2,MXene,NA,2D,NA,CO,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Ti2CO2,MXene,NA,2D,NA,CO2,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Ti2CO2,MXene,NA,2D,NA,N2,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Ti2CO2,MXene,NA,2D,NA,NO,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Ti2CO2,MXene,NA,2D,NA,NO2,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Ti2CO2,MXene,NA,2D,NA,H2S,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Ti2CO2,MXene,NA,2D,NA,SO2,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,V2CO2,MXene,NA,2D,NA,H2,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,V2CO2,MXene,NA,2D,NA,NH3,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,V2CO2,MXene,NA,2D,NA,H2O,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,V2CO2,MXene,NA,2D,NA,CO,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,V2CO2,MXene,NA,2D,NA,CO2,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,V2CO2,MXene,NA,2D,NA,N2,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,V2CO2,MXene,NA,2D,NA,NO,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.73,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,V2CO2,MXene,NA,2D,NA,NO2,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,V2CO2,MXene,NA,2D,NA,H2S,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,V2CO2,MXene,NA,2D,NA,SO2,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Nb2CO2,MXene,NA,2D,NA,H2,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Nb2CO2,MXene,NA,2D,NA,NH3,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.5,-0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Nb2CO2,MXene,NA,2D,NA,H2O,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Nb2CO2,MXene,NA,2D,NA,CO,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Nb2CO2,MXene,NA,2D,NA,CO2,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Nb2CO2,MXene,NA,2D,NA,N2,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Nb2CO2,MXene,NA,2D,NA,NO,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Nb2CO2,MXene,NA,2D,NA,NO2,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Nb2CO2,MXene,NA,2D,NA,H2S,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Nb2CO2,MXene,NA,2D,NA,SO2,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Mo2CO2,MXene,NA,2D,NA,NH3,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Mo2CO2,MXene,NA,2D,NA,NO,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.8,-0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Mo2CO2,MXene,NA,2D,NA,H2S,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Mo2CO2,MXene,NA,2D,NA,SO2,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Mo2CO2,MXene,NA,2D,NA,NO2,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Mo2CO2,MXene,NA,2D,NA,H2O,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Mo2CO2,MXene,NA,2D,NA,CO2,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Mo2CO2,MXene,NA,2D,NA,CO,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/C7CP08622A,Enhancement of the selectivity of MXenes via oxygen-functionalization,"Junkaew A, Arroyave R",Physical Chemistry Chemical Physics,2018,Mo2CO2,MXene,NA,2D,NA,N2,VASP,PBE,DFT-D3,"3x3 slab, 15 A vacuum",most_stable,-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Fig. 4 / main text PBE values; Bader for selected pairs
10.1039/D4CP04127E,Enhanced NH3 and NO sensing performance of Ti3C2O2 MXene by biaxial strain,NA,Physical Chemistry Chemical Physics,2025,Ti3C2O2,MXene,NA,2D,NA,CO,NA,NA,NA,NA,strain_0pct,-0.096,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,table,0% biaxial strain=0%; work-function sensitivity %
10.1039/D4CP04127E,Enhanced NH3 and NO sensing performance of Ti3C2O2 MXene by biaxial strain,NA,Physical Chemistry Chemical Physics,2025,Ti3C2O2,MXene,NA,2D,NA,NH3,NA,NA,NA,NA,strain_0pct,-0.344,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,table,0% biaxial strain=0%; work-function sensitivity %
10.1039/D4CP04127E,Enhanced NH3 and NO sensing performance of Ti3C2O2 MXene by biaxial strain,NA,Physical Chemistry Chemical Physics,2025,Ti3C2O2,MXene,NA,2D,NA,NO,NA,NA,NA,NA,strain_0pct,-0.349,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,table,0% biaxial strain=0%; work-function sensitivity %
10.1039/D4CP04127E,Enhanced NH3 and NO sensing performance of Ti3C2O2 MXene by biaxial strain,NA,Physical Chemistry Chemical Physics,2025,Ti3C2O2,MXene,NA,2D,NA,NH3,NA,NA,NA,NA,strain_4pct,-0.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,0% biaxial strain=4%; work-function sensitivity %
10.1039/D4CP04127E,Enhanced NH3 and NO sensing performance of Ti3C2O2 MXene by biaxial strain,NA,Physical Chemistry Chemical Physics,2025,Ti3C2O2,MXene,NA,2D,NA,NO,NA,NA,NA,NA,strain_-2pct,-0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,0% biaxial strain=-2%; work-function sensitivity %
